crop_type,sensor_nitrogen,sensor_phosphorus,sensor_potassium,soil_pH,soil_moisture_percent,soil_electrical_conductivity_us_cm,soil_temperature_celsius,fertilizer_urea_kg_per_ha,fertilizer_dap_kg_per_ha,fertilizer_map_kg_per_ha,fertilizer_mop_kg_per_ha,fertilizer_sop_kg_per_ha,fertilizer_can_kg_per_ha,fertilizer_ssp_kg_per_ha,fertilizer_ammonium_sulfate_kg_per_ha
Groundnut,342.4,66.54,243.83,6.1,11.01,1020.69,28.42,50.0,20.0,10.0,30.0,10.01,20.0,30.0,20.0
Groundnut,324.52,13.95,227.92,6.35,19.0,218.08,21.71,50.0,100.0,50.0,50.93,24.99,20.0,150.0,20.0
Soybean,227.09,33.84,399.0,6.21,29.69,948.38,25.34,50.0,22.57,16.98,30.0,10.0,20.0,136.05,20.0
Groundnut,267.9,55.34,119.99,5.92,14.94,1207.53,29.12,50.0,20.0,10.0,76.49,37.85,20.0,45.62,20.0
Rice,290.26,50.05,359.94,6.36,25.06,439.4,26.29,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Maize,278.79,40.33,337.25,6.07,11.18,1629.87,29.04,73.45,21.27,10.0,30.0,10.0,62.03,138.16,57.67
Sorghum,198.2,11.72,197.87,7.06,39.9,1861.23,35.0,50.0,29.81,12.07,30.0,10.0,20.0,147.65,24.02
Soybean,291.44,21.67,146.79,5.82,19.81,166.91,26.21,50.0,97.09,41.8,30.75,17.4,20.0,150.0,20.0
Rice,160.0,44.93,399.0,6.37,39.9,461.52,27.62,92.3,20.0,10.61,30.0,10.0,93.58,39.36,67.62
Wheat,349.0,46.75,399.0,7.95,10.72,1549.39,22.4,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Soybean,344.31,10.18,356.3,6.01,20.49,1629.09,21.58,50.0,57.26,23.5,30.0,10.0,20.0,150.0,20.0
Barley,104.76,11.87,134.84,6.21,12.87,1179.64,16.21,142.44,87.27,31.66,30.0,10.58,100.0,150.0,100.0
Soybean,175.37,45.45,100.0,5.74,26.21,1945.08,27.08,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Rice,167.03,13.83,107.53,6.79,13.23,759.15,23.71,176.92,100.0,50.0,37.15,16.25,100.0,150.0,100.0
Wheat,349.0,20.2,399.0,5.86,12.49,1906.43,20.5,50.0,26.55,10.0,30.0,10.0,20.0,109.57,20.0
Cotton,89.73,57.34,345.97,6.76,34.93,1735.42,28.39,90.71,20.0,10.0,30.0,10.0,83.12,30.0,71.81
Maize,280.66,18.0,100.0,7.22,23.24,115.58,24.35,177.72,100.0,50.0,86.39,48.48,100.0,150.0,100.0
Barley,99.04,27.37,100.0,5.56,11.12,288.25,21.72,200.0,54.61,25.64,53.99,29.01,100.0,150.0,100.0
Sorghum,220.09,49.81,145.94,6.72,10.0,612.31,25.35,50.0,20.0,10.0,30.0,10.0,21.7,30.0,21.63
Cotton,344.63,16.57,101.5,6.06,16.03,292.92,26.23,50.0,84.11,31.32,91.34,41.36,20.0,150.0,20.0
Rice,241.94,13.53,175.6,7.11,29.92,138.38,24.17,52.61,100.0,50.0,30.0,10.0,33.03,150.0,50.67
Sorghum,141.21,12.38,130.23,5.92,39.9,355.92,35.0,124.16,88.97,44.34,30.0,10.0,100.0,150.0,100.0
Rice,139.17,47.27,100.0,6.26,10.0,1881.3,27.09,84.2,20.0,10.0,30.0,10.0,70.04,30.0,56.89
Sorghum,147.97,53.43,171.37,6.19,19.33,1790.35,32.74,50.0,20.0,10.0,30.0,10.0,43.98,30.0,35.66
Wheat,266.36,67.57,294.31,7.37,24.12,1234.03,19.39,61.41,20.0,10.0,30.0,10.0,44.09,30.0,48.93
Maize,230.26,36.54,373.39,6.67,32.45,511.72,22.88,187.23,62.65,31.36,30.0,10.0,100.0,150.0,100.0
Barley,112.49,22.34,100.0,6.17,18.69,1397.5,19.75,113.93,41.56,17.27,33.15,16.02,85.01,150.0,83.35
Barley,282.75,29.64,272.04,6.6,36.81,392.58,26.96,50.0,46.62,23.12,30.0,10.0,20.0,150.0,20.0
Sorghum,136.72,40.35,121.69,6.53,15.51,115.8,28.94,128.39,20.0,10.0,30.0,10.58,100.0,30.0,100.0
Groundnut,154.88,19.97,147.05,6.87,10.0,1649.05,30.66,50.0,73.29,34.1,56.04,31.18,20.0,150.0,20.0
Wheat,170.63,16.86,100.0,5.98,10.0,1398.0,25.29,159.12,71.96,27.25,34.76,19.5,100.0,150.0,100.0
Sorghum,225.9,56.36,264.89,6.89,18.71,573.79,33.12,50.0,20.0,10.0,30.0,10.0,20.0,30.0,28.85
Groundnut,155.13,16.84,234.14,6.72,23.17,939.71,35.0,50.0,100.0,50.0,43.99,18.79,20.0,150.0,20.0
Sorghum,97.67,18.16,100.0,6.24,10.44,413.61,25.76,179.29,70.33,35.55,42.09,15.27,100.0,150.0,100.0
Rice,239.63,32.75,159.72,6.95,17.45,185.58,28.93,57.26,54.15,23.16,30.0,10.0,49.31,150.0,51.72
Rice,349.0,19.59,250.85,7.15,39.9,546.38,25.91,50.0,75.19,31.81,30.0,10.0,20.0,150.0,20.0
Barley,291.41,28.17,313.33,6.27,24.33,516.33,19.02,50.0,30.25,10.74,30.0,10.0,20.0,150.0,20.0
Sorghum,117.35,24.45,154.04,7.03,22.6,573.74,25.31,127.03,37.05,20.67,30.0,10.0,100.0,150.0,100.0
Sorghum,243.99,44.69,226.01,6.31,11.98,1268.53,28.08,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Rice,97.72,47.53,337.07,7.11,27.46,200.16,25.02,186.53,20.0,10.0,30.0,10.0,100.0,30.0,100.0
Soybean,110.45,21.66,136.73,6.68,16.73,1715.24,20.61,50.0,37.41,22.23,30.0,10.0,37.83,150.0,40.26
Cotton,289.18,33.63,342.98,6.07,26.36,514.73,21.29,55.35,35.17,18.73,30.0,10.0,39.5,145.59,44.77
Maize,290.4,30.29,216.1,7.29,12.88,912.93,23.6,145.45,78.65,31.56,30.0,10.0,100.0,150.0,100.0
Barley,250.43,26.78,278.44,5.85,31.4,889.25,18.77,50.0,29.96,19.13,30.0,10.0,20.0,150.0,20.0
Sorghum,146.82,49.61,114.04,6.55,10.7,452.63,28.78,124.47,20.0,10.0,33.06,13.65,99.02,30.0,92.16
Rice,106.33,45.77,227.09,6.63,22.38,1721.52,22.83,83.91,20.0,10.0,30.0,10.0,73.15,30.0,63.44
Groundnut,284.24,16.24,318.04,6.58,16.7,1127.25,28.31,50.0,90.7,41.96,30.0,10.0,20.0,150.0,20.0
Barley,128.52,67.87,293.15,6.46,34.41,884.08,27.02,127.61,20.0,10.0,30.0,10.0,100.0,30.0,97.76
Maize,234.14,39.74,103.62,6.42,29.49,957.85,23.23,129.06,32.79,10.11,47.91,18.6,100.0,150.0,100.0
Wheat,304.83,70.0,399.0,6.94,39.9,1617.05,23.75,50.0,20.0,10.0,30.0,10.0,23.2,30.0,23.94
Wheat,91.99,43.28,193.65,6.15,11.65,930.49,15.5,200.0,20.0,10.0,30.0,10.0,100.0,30.0,100.0
Wheat,277.15,68.39,360.45,7.23,26.03,395.22,19.2,75.28,20.0,10.0,30.0,10.0,53.47,30.0,51.78
Cotton,81.0,40.26,204.37,6.61,28.18,1147.79,31.51,198.12,20.0,10.0,30.0,14.23,100.0,66.46,100.0
Soybean,123.32,22.78,200.85,5.98,10.0,1953.5,22.66,50.0,29.93,15.6,30.0,10.0,27.61,150.0,28.62
Rice,116.15,68.48,233.64,6.05,10.0,1302.93,24.15,108.53,20.0,10.0,30.0,10.0,95.78,30.0,94.28
Cotton,302.65,29.13,139.05,5.9,24.04,1713.6,28.95,50.0,20.0,10.0,30.0,12.62,20.0,99.22,20.0
Soybean,323.41,41.77,399.0,7.18,17.41,1217.98,28.87,50.0,20.26,10.0,30.0,10.0,20.0,75.62,20.0
Rice,232.12,52.06,153.88,6.06,17.75,277.27,28.25,88.84,20.0,10.0,30.0,10.0,63.37,30.0,59.61
Maize,138.13,19.36,120.83,6.58,15.08,715.39,25.24,200.0,100.0,50.0,68.26,35.61,100.0,150.0,100.0
Sorghum,217.27,69.42,187.38,6.96,13.25,1881.07,26.16,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Wheat,184.77,44.09,320.09,6.12,21.75,1916.29,24.14,50.0,20.0,10.0,30.0,10.0,45.51,30.0,37.55
Groundnut,349.0,70.0,158.68,7.64,34.88,1151.76,35.0,50.0,20.0,10.0,56.08,30.48,20.0,30.0,20.0
Soybean,349.0,57.15,259.73,6.31,18.0,1412.22,28.95,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Rice,312.95,37.54,399.0,6.1,23.3,1725.62,31.28,50.0,20.0,10.0,30.0,10.0,20.0,67.96,20.0
Groundnut,82.34,53.51,231.46,7.31,16.63,1134.05,26.12,50.0,20.0,10.0,32.33,16.76,25.09,66.62,22.43
Rice,104.22,44.04,275.18,5.91,14.11,974.21,26.48,177.43,20.0,10.0,30.0,10.0,100.0,112.34,100.0
Cotton,96.12,20.86,319.95,7.21,25.06,1840.83,28.68,85.21,32.23,10.0,30.0,10.0,71.07,131.09,72.08
Rice,147.1,24.2,174.38,7.1,18.45,327.81,23.57,192.47,100.0,43.83,30.0,10.0,100.0,150.0,100.0
Sorghum,340.86,32.94,136.02,6.93,36.67,1789.23,30.82,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Groundnut,197.84,11.97,151.58,5.86,10.0,710.14,26.86,50.0,100.0,50.0,100.0,48.57,20.0,150.0,20.0
Barley,189.0,18.33,178.54,6.28,23.69,1091.07,20.53,63.97,51.44,26.93,30.0,10.0,52.0,150.0,50.59
Wheat,138.89,40.71,219.31,6.92,36.98,1505.33,24.87,131.69,20.0,10.0,30.0,10.0,100.0,30.0,100.0
Soybean,81.0,30.13,100.0,6.03,24.85,1846.57,26.38,50.0,20.0,10.0,30.0,10.0,35.37,136.38,37.55
Cotton,172.64,15.6,223.06,7.39,28.63,1448.49,29.54,79.41,49.5,21.54,30.0,10.0,73.28,150.0,67.73
Wheat,304.88,22.93,159.33,7.04,37.34,1414.45,25.72,50.0,21.17,10.0,30.0,10.0,25.45,140.0,26.54
Wheat,197.51,34.7,251.03,5.84,23.76,698.99,17.98,118.54,20.0,10.0,30.0,10.0,100.0,84.11,100.0
Barley,99.1,68.63,219.1,6.93,21.42,1253.41,17.26,72.78,20.0,10.0,30.0,10.0,66.32,30.0,74.1
Sorghum,81.0,52.78,198.29,5.7,10.0,1542.08,33.93,101.93,20.0,10.0,30.0,10.0,97.34,30.0,100.0
Sorghum,233.0,30.58,215.26,6.86,10.0,908.7,32.04,50.0,20.5,10.0,30.0,10.0,20.0,103.35,20.0
Maize,272.92,41.09,206.67,6.46,19.67,507.79,20.42,193.01,61.34,25.18,30.0,10.0,100.0,150.0,100.0
Soybean,347.69,14.94,326.89,6.71,13.54,820.97,32.94,50.0,96.4,42.68,30.0,10.0,20.0,150.0,20.0
Soybean,90.28,59.18,193.91,5.91,17.99,1166.25,29.29,62.09,20.0,10.0,30.0,10.0,64.51,30.0,58.24
Soybean,125.79,21.08,165.21,6.21,10.0,1771.43,26.39,50.0,41.76,26.27,30.0,10.0,42.43,150.0,26.53
Maize,123.67,59.43,390.84,6.36,26.73,989.52,25.86,162.05,20.0,10.0,30.0,10.0,100.0,30.0,100.0
Soybean,291.12,40.37,399.0,6.51,30.09,1004.22,25.8,50.0,20.0,10.0,30.0,10.0,20.0,75.58,20.0
Sorghum,298.54,14.72,370.51,7.29,28.28,838.44,30.16,50.0,46.14,18.34,30.0,10.0,20.0,150.0,20.0
Maize,133.82,31.58,158.31,7.39,14.66,1900.72,21.94,125.61,26.94,18.3,30.0,11.3,100.0,150.0,100.0
Maize,83.7,22.16,100.83,6.87,13.64,1380.67,20.67,200.0,89.27,42.93,59.85,23.05,100.0,150.0,100.0
Wheat,257.86,46.42,264.52,6.26,39.9,1974.45,20.52,50.0,20.0,10.0,30.0,10.0,29.24,30.0,25.63
Soybean,291.9,38.37,137.49,7.75,26.16,1591.34,25.46,50.0,20.0,10.0,30.0,10.0,20.0,42.44,20.0
Wheat,319.76,69.88,187.81,6.05,24.06,1077.56,21.68,50.0,20.0,10.0,30.0,10.0,29.45,30.0,25.42
Maize,149.49,29.5,196.92,6.44,35.8,1879.46,23.96,76.22,32.73,12.91,30.0,10.0,73.21,131.68,67.05
Soybean,349.0,49.04,393.47,7.02,20.96,1119.19,27.75,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Soybean,217.4,64.8,346.04,6.9,21.55,507.18,27.07,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Wheat,92.09,55.44,230.67,6.87,18.57,1795.97,22.06,109.01,20.0,10.0,30.0,10.0,100.0,30.0,89.83
Sorghum,286.21,38.29,264.47,6.38,32.11,1309.9,32.24,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Sorghum,99.21,36.73,299.09,6.66,28.11,1911.8,28.82,50.0,20.0,10.0,30.0,10.0,33.43,30.0,29.03
Maize,210.51,47.4,323.95,7.29,20.45,1244.73,24.75,138.11,24.39,14.95,30.0,10.0,100.0,98.32,100.0
Maize,289.01,29.17,148.75,7.13,18.86,1182.63,26.49,106.46,68.16,32.02,35.06,13.78,100.0,150.0,87.85
Soybean,82.65,25.35,241.53,6.21,10.0,800.8,23.6,111.81,72.13,34.25,30.0,10.0,98.19,150.0,82.38
Maize,91.14,22.39,151.43,6.05,39.9,1151.05,26.17,200.0,66.54,34.5,37.3,16.51,100.0,150.0,100.0
Soybean,327.46,45.06,325.81,7.27,27.15,969.42,19.01,50.0,20.0,10.38,30.0,10.0,20.0,55.71,20.0
Groundnut,278.63,16.86,267.84,6.1,36.68,1397.38,27.37,50.0,74.59,31.63,30.0,11.76,20.0,150.0,20.0
Rice,92.04,30.41,220.93,6.32,26.39,1832.13,29.72,69.17,20.36,13.46,30.0,10.0,68.71,137.81,70.93
Cotton,212.92,53.05,399.0,7.72,26.94,1858.39,31.74,50.0,20.0,10.0,30.0,10.0,32.86,30.0,27.26
Cotton,266.84,16.82,155.33,5.86,21.56,143.26,22.46,82.1,100.0,42.84,85.11,38.71,76.01,150.0,73.63
Barley,237.57,10.0,102.78,6.03,26.47,1782.69,21.81,50.0,44.52,11.24,30.0,10.09,20.0,150.0,20.0
Rice,107.51,13.84,105.97,6.62,10.0,281.07,27.09,200.0,100.0,50.0,37.58,18.04,100.0,150.0,100.0
Barley,158.09,24.14,224.19,5.75,15.16,285.35,26.82,130.59,61.18,30.91,30.0,10.0,100.0,150.0,100.0
Cotton,256.47,24.18,141.06,6.79,10.12,811.83,27.04,76.94,64.16,31.11,71.44,26.47,69.64,150.0,69.57
Cotton,129.43,35.62,100.0,6.09,16.35,1815.89,24.57,92.42,20.0,10.0,42.08,20.98,89.3,68.89,74.76
Soybean,240.3,15.57,218.44,6.83,16.28,885.09,25.82,50.0,81.3,29.93,30.0,10.0,20.0,150.0,20.0
Cotton,266.21,36.99,252.9,6.43,30.21,109.09,23.78,74.02,25.97,18.4,30.0,10.0,85.5,150.0,68.17
Maize,239.2,23.44,100.0,5.88,15.38,520.55,22.49,200.0,100.0,50.0,87.24,35.98,100.0,150.0,100.0
Wheat,255.81,15.86,343.95,7.26,34.83,1281.55,28.97,53.49,40.61,16.2,30.0,10.0,56.9,150.0,48.89
Cotton,252.33,59.92,330.04,7.15,16.73,410.21,23.97,80.31,20.0,10.0,30.0,10.0,67.24,30.0,64.44
Soybean,249.0,43.39,155.97,6.28,24.24,669.63,22.13,50.0,20.0,10.0,30.0,15.88,20.0,93.69,20.0
Cotton,160.2,47.04,346.42,6.57,23.5,1120.89,24.18,83.24,20.0,10.0,30.0,10.0,70.17,30.0,73.54
Soybean,287.25,54.69,141.83,6.77,19.77,1348.47,21.17,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Groundnut,349.0,42.14,144.43,7.72,30.53,1082.04,25.2,50.0,21.05,12.06,56.35,26.62,20.0,150.0,20.0
Barley,290.62,28.24,386.39,5.83,11.92,1219.76,21.58,50.0,32.04,12.35,30.0,10.0,20.0,150.0,20.0
Wheat,152.02,23.99,100.0,6.06,10.0,1040.13,16.07,200.0,64.99,30.16,63.24,25.59,100.0,150.0,100.0
Barley,142.54,47.72,194.72,7.06,23.28,1637.67,22.99,62.26,20.0,10.0,30.0,10.0,48.75,30.0,42.31
Barley,122.23,33.3,152.96,5.56,18.96,323.15,24.26,198.69,28.9,10.55,30.0,10.52,100.0,150.0,100.0
Cotton,104.18,55.17,313.31,6.68,12.8,864.78,24.7,158.4,20.0,10.0,30.0,10.0,100.0,30.0,100.0
Maize,213.26,46.77,100.0,7.05,25.28,1711.56,21.58,95.81,20.0,10.0,36.07,17.63,93.93,61.58,84.32
Groundnut,240.17,41.83,175.89,6.29,28.25,590.02,33.51,50.0,46.85,15.19,71.7,31.88,20.0,150.0,20.0
Soybean,95.95,10.0,249.22,6.5,24.18,1540.26,25.75,56.45,52.15,21.16,30.0,10.0,45.57,150.0,40.29
Soybean,340.51,18.83,279.88,5.97,15.42,377.35,18.91,50.0,100.0,47.19,30.0,10.0,20.0,150.0,20.0
Soybean,231.73,52.86,233.54,6.87,20.52,948.0,22.78,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Barley,162.59,22.94,202.9,7.56,39.9,398.18,27.29,92.38,62.84,27.61,30.0,10.0,89.8,150.0,76.18
Soybean,199.06,33.62,335.99,6.65,39.9,691.23,27.44,50.0,39.29,10.46,30.0,10.0,20.0,150.0,20.0
Cotton,150.45,70.0,199.85,7.42,34.57,1379.44,29.59,89.8,20.0,10.0,30.0,10.0,82.24,30.0,67.07
Barley,115.27,19.2,195.94,5.89,15.61,892.07,21.09,142.43,70.58,32.67,30.0,10.0,100.0,150.0,100.0
Barley,102.46,38.12,217.93,6.72,11.72,220.36,19.37,200.0,20.0,10.0,30.0,10.0,100.0,71.62,100.0
Maize,205.58,14.13,124.76,7.18,27.25,1511.07,25.27,102.41,57.32,21.06,36.9,10.0,94.26,150.0,79.99
Cotton,117.38,41.64,393.14,6.51,23.61,1808.76,26.84,66.28,20.0,10.0,30.0,10.0,55.74,30.0,46.02
Cotton,308.42,26.23,268.73,7.7,23.3,348.14,31.77,50.0,50.58,24.49,30.0,10.0,27.55,150.0,20.12
Rice,106.53,40.67,221.0,7.0,17.44,158.55,26.67,174.01,27.85,10.0,30.0,10.0,100.0,120.96,100.0
Soybean,290.39,13.0,290.67,7.38,33.48,1847.65,29.08,50.0,50.41,17.58,30.0,10.0,20.0,150.0,20.0
Barley,225.86,48.43,325.56,6.87,26.63,196.27,20.27,50.0,20.0,10.0,30.0,10.0,33.96,30.0,20.0
Barley,100.84,33.99,165.04,5.77,25.9,476.98,21.26,193.96,26.3,19.95,30.0,10.0,100.0,147.72,100.0
Maize,349.0,36.58,136.75,6.63,39.9,1945.86,22.66,50.0,20.0,11.68,30.0,10.0,22.09,92.28,20.0
Wheat,124.29,52.97,183.57,6.85,10.0,1462.29,21.25,151.64,20.0,10.0,30.0,10.0,100.0,30.0,100.0
Wheat,81.0,39.03,183.58,6.44,25.29,1393.03,26.98,171.04,20.0,10.0,30.0,10.0,100.0,30.0,100.0
Maize,295.02,40.43,345.03,7.48,12.96,658.34,27.52,139.47,61.36,22.87,30.0,10.0,100.0,150.0,100.0
Rice,263.14,58.82,294.36,7.18,20.73,289.62,25.37,50.0,20.0,10.0,30.0,10.0,36.9,30.0,30.95
Maize,276.16,56.94,361.82,6.4,30.42,503.49,26.76,126.41,20.0,10.0,30.0,10.0,100.0,30.0,98.74
Sorghum,220.33,10.0,117.18,6.73,16.4,349.14,28.97,50.0,100.0,43.08,32.74,11.08,26.69,150.0,20.73
Sorghum,161.13,38.55,202.73,6.79,23.95,660.84,28.31,65.65,20.0,10.0,30.0,10.0,56.47,30.0,58.29
Wheat,280.15,23.8,396.36,7.4,27.6,607.45,26.07,67.3,44.02,17.0,30.0,10.0,62.33,150.0,53.2
Sorghum,144.45,44.39,270.66,7.02,13.58,1652.57,28.48,54.2,20.0,10.0,30.0,10.0,43.98,30.0,38.89
Soybean,118.05,31.23,399.0,7.73,39.9,1449.09,28.94,50.0,27.03,13.05,30.0,10.0,39.13,138.33,33.55
Maize,116.4,11.36,399.0,6.94,38.51,677.36,27.12,200.0,100.0,49.05,30.0,10.0,100.0,150.0,100.0
Sorghum,251.8,48.09,141.45,6.22,14.01,1621.58,34.01,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Wheat,193.17,43.61,100.0,5.54,10.0,696.82,20.61,200.0,20.0,10.0,68.61,30.66,100.0,30.0,100.0
Sorghum,81.0,54.65,100.0,6.18,18.47,1063.35,30.32,130.34,20.0,10.0,30.0,10.5,100.0,30.0,100.0
Groundnut,295.84,58.4,349.74,6.55,39.9,1794.76,27.18,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Cotton,349.0,56.54,260.83,6.9,39.9,407.1,27.55,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Rice,163.76,39.76,190.35,5.83,26.6,456.69,26.43,113.94,20.08,12.12,30.0,10.0,93.36,146.67,91.15
Cotton,202.44,15.55,222.92,6.34,10.94,169.51,26.98,173.65,100.0,50.0,42.4,12.3,100.0,150.0,100.0
Maize,181.6,16.18,206.83,6.88,17.5,238.75,28.09,200.0,100.0,50.0,30.0,10.0,100.0,150.0,100.0
Wheat,175.18,23.23,275.37,7.28,15.36,1330.06,17.39,146.87,43.86,21.83,30.0,10.0,100.0,150.0,100.0
Sorghum,280.55,25.54,339.79,7.1,13.52,1599.55,23.24,50.0,26.15,10.0,30.0,10.0,20.0,104.43,20.0
Cotton,219.7,36.56,187.67,6.31,24.01,519.22,27.45,102.4,25.96,13.61,52.63,21.56,92.04,120.04,87.99
Soybean,287.89,13.09,393.52,6.96,39.9,638.64,25.54,50.0,74.49,39.51,30.0,10.0,20.0,150.0,20.0
Rice,136.35,43.52,316.73,7.61,20.79,724.58,24.93,108.12,20.0,10.0,30.0,10.0,100.0,72.49,99.16
Barley,226.04,29.67,193.44,5.57,15.28,1507.49,15.14,50.0,20.0,11.14,30.0,10.0,33.37,148.16,22.81
Sorghum,241.33,23.52,366.18,7.41,26.29,1903.24,26.98,50.0,20.0,10.0,30.0,10.0,20.0,84.86,20.0
Maize,270.83,46.64,337.12,7.08,14.86,870.55,22.25,118.32,28.37,10.0,30.0,10.0,100.0,121.12,88.23
Groundnut,145.33,10.95,178.96,6.87,21.92,752.82,30.18,50.0,100.0,50.0,72.95,32.91,20.0,150.0,20.0
Barley,252.22,59.77,308.14,6.95,35.68,1932.24,25.02,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Soybean,345.32,65.77,399.0,7.64,30.93,1625.98,28.22,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Maize,275.03,63.96,379.62,7.34,31.77,760.82,23.5,102.68,20.0,10.0,30.0,10.0,86.64,30.0,72.38
Sorghum,154.23,16.84,226.39,7.41,11.35,1011.86,25.53,84.24,49.83,21.85,30.0,10.0,72.64,150.0,66.5
Soybean,107.0,23.43,124.83,7.01,14.11,220.14,22.38,127.89,95.42,43.77,54.17,22.76,100.0,150.0,88.27
Barley,209.56,32.22,399.0,6.54,19.46,902.87,13.65,50.0,20.0,10.0,30.0,10.0,31.16,105.8,34.68
Barley,171.32,44.56,345.72,7.78,18.66,611.12,14.79,77.7,20.0,10.0,30.0,10.0,61.38,30.0,53.7
Rice,98.44,51.37,367.98,5.91,23.0,1372.46,30.05,102.72,20.0,10.0,30.0,10.0,96.75,30.0,86.68
Cotton,120.71,25.78,147.98,7.16,10.59,337.04,28.02,200.0,71.97,31.18,71.15,32.52,100.0,150.0,100.0
Rice,81.0,54.38,100.0,7.0,10.0,1473.1,25.04,172.06,20.0,10.0,30.0,14.3,100.0,30.0,100.0
Groundnut,108.08,20.05,296.46,6.56,21.69,626.56,21.31,50.0,100.0,48.36,30.0,10.0,20.0,150.0,20.0
Sorghum,81.0,35.51,309.31,6.11,24.36,609.65,30.72,133.91,20.0,10.0,30.0,10.0,100.0,30.0,100.0
Groundnut,194.42,51.29,227.91,6.07,11.39,1823.86,21.2,50.0,20.0,10.0,30.0,10.0,20.0,61.9,20.0
Cotton,249.39,42.57,230.94,6.59,33.76,1764.86,22.65,50.0,20.0,10.0,30.0,10.0,30.4,30.0,28.92
Soybean,254.64,70.0,262.87,7.45,17.62,1998.28,23.49,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Maize,93.2,33.67,283.33,7.33,13.02,1444.61,22.59,200.0,49.11,17.35,30.0,10.0,100.0,150.0,100.0
Groundnut,107.32,46.53,399.0,7.46,33.64,1050.52,26.22,50.0,22.23,11.44,30.0,10.0,20.0,128.6,20.0
Rice,224.34,42.01,230.6,6.88,10.0,501.35,27.56,91.71,30.98,11.65,30.0,10.0,74.99,150.0,79.07
Groundnut,240.02,46.65,196.37,6.69,10.38,231.68,24.28,50.0,42.35,23.98,77.48,38.1,20.0,150.0,20.0
Soybean,213.48,59.38,393.47,6.61,35.02,1995.7,18.81,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Wheat,239.33,33.56,169.6,5.93,39.9,519.37,28.12,151.65,27.72,12.75,30.0,10.0,100.0,139.81,100.0
Cotton,100.79,24.83,207.76,6.33,20.97,1139.72,28.53,163.99,37.92,17.23,30.0,11.21,100.0,150.0,100.0
Cotton,230.69,55.56,210.52,5.9,10.77,213.77,27.83,143.4,20.0,10.0,47.43,21.75,100.0,30.0,100.0
Maize,102.86,28.97,104.59,6.44,17.82,1575.03,31.15,197.05,64.81,27.62,59.97,18.97,100.0,150.0,100.0
Sorghum,349.0,43.06,325.92,6.6,28.05,1402.52,35.0,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Sorghum,255.29,55.5,131.89,6.04,13.12,1666.64,29.76,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Sorghum,246.96,34.92,238.6,7.7,28.65,426.03,24.37,50.0,20.0,10.0,30.0,10.0,20.0,47.76,20.0
Maize,296.53,36.76,211.58,7.37,26.08,282.8,22.12,158.68,75.97,38.25,30.0,11.79,100.0,150.0,100.0
Cotton,176.96,61.61,334.38,6.09,12.44,549.42,28.79,152.63,20.0,10.0,30.0,10.0,100.0,30.0,100.0
Groundnut,219.22,24.38,161.26,7.35,27.57,105.08,27.73,50.0,100.0,50.0,100.0,48.17,20.0,150.0,20.0
Wheat,103.83,35.23,261.63,6.87,25.48,981.45,16.78,196.47,20.0,10.0,30.0,10.0,100.0,72.79,100.0
Wheat,96.6,44.46,100.0,5.54,10.0,698.05,19.64,200.0,20.0,10.0,67.91,30.34,100.0,30.0,100.0
Maize,327.76,49.8,210.24,6.98,28.57,1385.95,24.34,62.03,20.0,10.0,30.0,10.0,52.97,80.9,38.69
Maize,308.01,70.0,297.25,7.91,25.55,1540.1,21.37,55.19,20.0,10.0,30.0,10.0,42.87,30.0,42.6
Cotton,281.56,45.82,376.54,6.37,15.87,1145.78,33.24,50.0,20.0,10.0,30.0,10.0,32.55,30.0,33.02
Wheat,221.15,52.01,370.44,6.43,39.9,976.46,24.05,94.61,20.0,10.0,30.0,10.0,91.11,30.0,75.69
Wheat,121.79,22.94,111.03,7.04,31.28,1898.49,19.42,89.97,20.0,10.0,30.0,10.0,76.97,109.87,61.62
Soybean,112.95,13.69,100.0,6.08,15.69,1380.87,23.55,50.0,77.37,40.36,38.71,20.69,52.34,150.0,49.84
Cotton,257.6,25.48,155.82,6.77,10.05,581.06,25.27,80.58,52.87,21.71,60.36,33.16,68.16,150.0,63.5
